tid,attrName,label,ec-missing-value,ec-default-value,ec-top-value,ec-valid-number,ec-cardinality-vio,ec-lookup-attr,ec-valid-data-type,ec-unused-column,ec-pattern-value,ec-value-len,ec-value-len-Hampelx84,ec-value-len-evt,ec-value-len-1-5-IQR,ec-value-len-z-test,ec-value-len-trimmed-range,ec-value-len-winsorized-range
1689,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1704,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1728,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1780,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
1893,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1947,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1989,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
2122,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
215,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2226,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2249,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2262,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2308,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2327,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2343,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2348,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2374,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2382,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
276,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
284,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
295,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
305,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
320,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
331,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
380,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
384,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
406,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
457,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
46,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
464,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
533,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
56,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
568,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
672,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
674,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
681,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
690,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
698,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
711,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
713,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
742,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
777,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
824,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
825,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
879,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
885,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
938,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
955,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
969,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
976,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1028,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1039,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1294,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2186,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2376,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
352,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
461,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
518,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
578,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
716,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
897,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1013,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1015,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
104,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1062,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1067,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1072,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1091,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1118,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1132,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1133,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
116,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
118,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
1204,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1215,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
124,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
1241,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1245,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1249,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1261,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1282,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1285,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1286,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1304,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1322,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1323,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1326,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1332,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1341,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1346,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
136,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1361,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1363,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
138,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1380,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1390,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
140,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1401,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1429,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
144,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1458,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
1488,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
149,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
15,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
150,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1509,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1515,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1524,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1535,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1537,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1542,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1564,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
1566,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1585,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1586,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
160,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1610,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1616,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1624,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1639,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1653,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
167,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1682,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1694,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1705,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1709,id,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
173,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1746,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1750,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1751,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1752,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1766,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1815,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1839,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1859,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1862,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1863,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1866,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1875,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1894,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
19,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1904,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1914,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1929,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
193,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1930,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1939,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2011,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2021,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2024,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2028,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2036,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2040,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2052,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2085,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2095,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2107,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2116,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2130,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2134,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2139,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2145,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
2158,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2161,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2166,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2168,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2177,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2182,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2183,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2189,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2191,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2231,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2241,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2252,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2253,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
226,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2265,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2295,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
2299,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2302,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
231,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2310,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2313,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2330,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2333,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2358,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2365,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
2372,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2386,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2392,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2401,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
242,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
252,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
256,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
268,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
275,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
278,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
279,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
314,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
32,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
335,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
336,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
342,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
36,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
374,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
388,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
392,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
413,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
416,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
454,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
476,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
481,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
498,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
509,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
522,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
529,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
544,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
547,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
586,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
59,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
607,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
609,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
625,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
660,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
682,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
687,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
718,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
728,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
732,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
739,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
744,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
754,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
796,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
797,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
801,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
85,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
854,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
856,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
87,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
878,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
887,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
896,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
900,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
924,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
937,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
945,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
953,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
978,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
980,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
986,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
99,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
995,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1288,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
1591,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1691,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1932,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2044,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2217,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2319,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
386,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
543,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1043,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
1049,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1090,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
111,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1140,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
127,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1297,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1356,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1455,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
1461,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
151,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1518,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1545,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1599,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
1630,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1733,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1764,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1774,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1785,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1803,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1817,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1870,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1901,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1942,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1951,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1976,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
1988,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2005,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
2053,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2056,id,0,-1,-1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
2062,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2093,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2148,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2154,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2184,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2222,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2278,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2352,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2355,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2369,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
2403,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2408,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
30,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
34,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
347,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
371,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
396,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
425,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
622,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
679,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
694,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
695,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
717,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
756,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
78,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
792,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
881,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
965,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
977,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
990,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1239,id,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0
134,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1641,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
20,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2042,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2270,id,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,1,0,1,1
2286,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
500,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
1032,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
105,id,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
106,id,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
